country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($)
Chile,2009,female,55-74 years,59,1260914,4.68,"172,389,498,445",11062
Chile,2009,female,75+ years,12,391659,3.06,"172,389,498,445",11062
Chile,2009,male,5-14 years,15,1324547,1.13,"172,389,498,445",11062
Chile,2009,female,5-14 years,11,1277663,0.86,"172,389,498,445",11062
Chile,2010,male,75+ years,98,241464,40.59,"218,537,551,220",13874
Chile,2010,male,35-54 years,607,2329802,26.05,"218,537,551,220",13874
Chile,2010,male,25-34 years,307,1289792,23.8,"218,537,551,220",13874
Chile,2010,male,55-74 years,273,1162662,23.48,"218,537,551,220",13874
Chile,2010,male,15-24 years,315,1442868,21.83,"218,537,551,220",13874
Chile,2010,female,15-24 years,90,1391250,6.47,"218,537,551,220",13874
Chile,2010,female,35-54 years,150,2348223,6.39,"218,537,551,220",13874
Chile,2010,female,25-34 years,78,1257779,6.2,"218,537,551,220",13874
Chile,2010,female,55-74 years,45,1307594,3.44,"218,537,551,220",13874
Chile,2010,female,75+ years,10,404348,2.47,"218,537,551,220",13874
Chile,2010,male,5-14 years,18,1311312,1.37,"218,537,551,220",13874
Chile,2010,female,5-14 years,10,1264757,0.79,"218,537,551,220",13874
Chile,2011,male,75+ years,89,250197,35.57,"252,251,992,029",15854
Chile,2011,male,55-74 years,339,1205080,28.13,"252,251,992,029",15854
Chile,2011,male,25-34 years,330,1309717,25.2,"252,251,992,029",15854
Chile,2011,male,35-54 years,575,2350457,24.46,"252,251,992,029",15854
Chile,2011,male,15-24 years,312,1441346,21.65,"252,251,992,029",15854
Chile,2011,female,35-54 years,158,2367343,6.67,"252,251,992,029",15854
Chile,2011,female,25-34 years,67,1274974,5.26,"252,251,992,029",15854
Chile,2011,female,15-24 years,69,1388507,4.97,"252,251,992,029",15854
Chile,2011,female,55-74 years,50,1351263,3.7,"252,251,992,029",15854
Chile,2011,female,75+ years,14,417296,3.35,"252,251,992,029",15854
Chile,2011,female,5-14 years,12,1253907,0.96,"252,251,992,029",15854
Chile,2011,male,5-14 years,12,1300696,0.92,"252,251,992,029",15854
Chile,2012,male,75+ years,101,258082,39.13,"267,122,320,057",16617
Chile,2012,male,25-34 years,319,1333713,23.92,"267,122,320,057",16617
Chile,2012,male,35-54 years,555,2370451,23.41,"267,122,320,057",16617
Chile,2012,male,55-74 years,285,1250017,22.8,"267,122,320,057",16617
Chile,2012,male,15-24 years,242,1435400,16.86,"267,122,320,057",16617
Chile,2012,female,35-54 years,138,2385205,5.79,"267,122,320,057",16617
Chile,2012,female,25-34 years,62,1296016,4.78,"267,122,320,057",16617
Chile,2012,female,15-24 years,62,1381401,4.49,"267,122,320,057",16617
Chile,2012,female,55-74 years,52,1397521,3.72,"267,122,320,057",16617
Chile,2012,female,75+ years,10,429697,2.33,"267,122,320,057",16617
Chile,2012,male,5-14 years,8,1292347,0.62,"267,122,320,057",16617
Chile,2012,female,5-14 years,7,1245397,0.56,"267,122,320,057",16617
Chile,2013,male,75+ years,82,265665,30.87,"278,384,332,694",17140
Chile,2013,male,55-74 years,288,1296922,22.21,"278,384,332,694",17140
Chile,2013,male,25-34 years,298,1359760,21.92,"278,384,332,694",17140
Chile,2013,male,35-54 years,516,2389789,21.59,"278,384,332,694",17140
Chile,2013,male,15-24 years,224,1425807,15.71,"278,384,332,694",17140
Chile,2013,female,35-54 years,130,2401833,5.41,"278,384,332,694",17140
Chile,2013,female,15-24 years,60,1370723,4.38,"278,384,332,694",17140
Chile,2013,female,25-34 years,52,1318935,3.94,"278,384,332,694",17140
Chile,2013,female,55-74 years,54,1445681,3.74,"278,384,332,694",17140
Chile,2013,female,75+ years,14,442189,3.17,"278,384,332,694",17140
Chile,2013,male,5-14 years,12,1285975,0.93,"278,384,332,694",17140
Chile,2013,female,5-14 years,8,1238965,0.65,"278,384,332,694",17140
Chile,2014,male,75+ years,92,273608,33.62,"260,584,090,571",15883
Chile,2014,male,55-74 years,308,1345116,22.9,"260,584,090,571",15883
Chile,2014,male,35-54 years,536,2408469,22.25,"260,584,090,571",15883
Chile,2014,male,25-34 years,289,1384843,20.87,"260,584,090,571",15883
Chile,2014,male,15-24 years,238,1413924,16.83,"260,584,090,571",15883
Chile,2014,female,35-54 years,127,2417192,5.25,"260,584,090,571",15883
Chile,2014,female,25-34 years,60,1340788,4.47,"260,584,090,571",15883
Chile,2014,female,15-24 years,58,1357865,4.27,"260,584,090,571",15883
Chile,2014,female,55-74 years,52,1494867,3.48,"260,584,090,571",15883
Chile,2014,female,75+ years,8,455627,1.76,"260,584,090,571",15883
Chile,2014,male,5-14 years,12,1280751,0.94,"260,584,090,571",15883
Chile,2014,female,5-14 years,9,1233817,0.73,"260,584,090,571",15883
Chile,2015,male,75+ years,117,282308,41.44,"243,999,477,738",14729
Chile,2015,male,55-74 years,301,1394272,21.59,"243,999,477,738",14729
Chile,2015,male,35-54 years,513,2426719,21.14,"243,999,477,738",14729
Chile,2015,male,25-34 years,296,1406921,21.04,"243,999,477,738",14729
Chile,2015,male,15-24 years,224,1400822,15.99,"243,999,477,738",14729
Chile,2015,female,35-54 years,136,2431495,5.59,"243,999,477,738",14729
Chile,2015,female,55-74 years,78,1544550,5.05,"243,999,477,738",14729
Chile,2015,female,25-34 years,66,1359598,4.85,"243,999,477,738",14729
Chile,2015,female,15-24 years,64,1343941,4.76,"243,999,477,738",14729
Chile,2015,female,75+ years,21,470618,4.46,"243,999,477,738",14729
Chile,2015,female,5-14 years,13,1228869,1.06,"243,999,477,738",14729
Chile,2015,male,5-14 years,9,1275612,0.71,"243,999,477,738",14729
Colombia,2005,male,75+ years,63,347667,18.12,"146,566,264,837",3742
Colombia,2005,male,15-24 years,517,4209960,12.28,"146,566,264,837",3742
Colombia,2005,male,55-74 years,219,1842503,11.89,"146,566,264,837",3742
Colombia,2005,male,25-34 years,352,3436781,10.24,"146,566,264,837",3742
Colombia,2005,male,35-54 years,434,5147445,8.43,"146,566,264,837",3742
Colombia,2005,female,15-24 years,225,4108824,5.48,"146,566,264,837",3742
Colombia,2005,female,25-34 years,93,3515419,2.65,"146,566,264,837",3742
Colombia,2005,female,35-54 years,87,5520328,1.58,"146,566,264,837",3742
Colombia,2005,female,55-74 years,27,2138822,1.26,"146,566,264,837",3742
Colombia,2005,male,5-14 years,52,4291635,1.21,"146,566,264,837",3742
Colombia,2005,female,75+ years,5,491399,1.02,"146,566,264,837",3742
Colombia,2005,female,5-14 years,28,4122007,0.68,"146,566,264,837",3742
Colombia,2006,male,75+ years,78,363411,21.46,"162,590,146,096",4095
Colombia,2006,male,15-24 years,521,4229825,12.32,"162,590,146,096",4095
Colombia,2006,male,25-34 years,408,3492325,11.68,"162,590,146,096",4095
Colombia,2006,male,55-74 years,211,1925991,10.96,"162,590,146,096",4095
Colombia,2006,male,35-54 years,453,5261515,8.61,"162,590,146,096",4095
Colombia,2006,female,15-24 years,197,4126897,4.77,"162,590,146,096",4095
Colombia,2006,female,25-34 years,96,3566953,2.69,"162,590,146,096",4095
Colombia,2006,female,35-54 years,90,5642326,1.6,"162,590,146,096",4095
Colombia,2006,female,55-74 years,33,2234226,1.48,"162,590,146,096",4095
Colombia,2006,male,5-14 years,46,4260456,1.08,"162,590,146,096",4095
Colombia,2006,female,5-14 years,40,4092360,0.98,"162,590,146,096",4095
Colombia,2006,female,75+ years,4,512391,0.78,"162,590,146,096",4095
Colombia,2007,male,75+ years,67,378405,17.71,"207,416,494,642",5150
Colombia,2007,male,55-74 years,245,2018827,12.14,"207,416,494,642",5150
Colombia,2007,male,15-24 years,493,4248033,11.61,"207,416,494,642",5150
Colombia,2007,male,25-34 years,410,3562854,11.51,"207,416,494,642",5150
Colombia,2007,male,35-54 years,475,5364516,8.85,"207,416,494,642",5150
Colombia,2007,female,15-24 years,208,4142290,5.02,"207,416,494,642",5150
Colombia,2007,female,25-34 years,105,3633920,2.89,"207,416,494,642",5150
Colombia,2007,female,35-54 years,82,5752377,1.43,"207,416,494,642",5150
Colombia,2007,female,5-14 years,40,4066699,0.98,"207,416,494,642",5150
Colombia,2007,male,5-14 years,37,4234298,0.87,"207,416,494,642",5150
Colombia,2007,female,55-74 years,16,2339825,0.68,"207,416,494,642",5150
Colombia,2007,female,75+ years,3,533162,0.56,"207,416,494,642",5150
Colombia,2008,male,75+ years,69,392608,17.57,"243,982,437,871",5971
Colombia,2008,male,55-74 years,250,2119709,11.79,"243,982,437,871",5971
Colombia,2008,male,25-34 years,417,3641000,11.45,"243,982,437,871",5971
Colombia,2008,male,15-24 years,479,4263159,11.24,"243,982,437,871",5971
Colombia,2008,male,35-54 years,510,5459636,9.34,"243,982,437,871",5971
Colombia,2008,female,15-24 years,206,4153413,4.96,"243,982,437,871",5971
Colombia,2008,female,25-34 years,85,3709016,2.29,"243,982,437,871",5971
Colombia,2008,female,35-54 years,82,5853848,1.4,"243,982,437,871",5971
Colombia,2008,male,5-14 years,47,4213275,1.12,"243,982,437,871",5971
Colombia,2008,female,55-74 years,27,2454148,1.1,"243,982,437,871",5971
Colombia,2008,female,5-14 years,43,4045559,1.06,"243,982,437,871",5971
Colombia,2008,female,75+ years,5,553758,0.9,"243,982,437,871",5971
Colombia,2009,male,75+ years,72,405866,17.74,"233,821,670,544",5643
Colombia,2009,male,25-34 years,426,3715402,11.47,"233,821,670,544",5643
Colombia,2009,male,55-74 years,252,2226378,11.32,"233,821,670,544",5643
Colombia,2009,male,15-24 years,481,4272494,11.26,"233,821,670,544",5643
Colombia,2009,male,35-54 years,517,5552239,9.31,"233,821,670,544",5643
Colombia,2009,female,15-24 years,207,4157810,4.98,"233,821,670,544",5643
Colombia,2009,female,25-34 years,72,3780652,1.9,"233,821,670,544",5643
Colombia,2009,female,55-74 years,46,2574750,1.79,"233,821,670,544",5643
Colombia,2009,female,35-54 years,87,5952480,1.46,"233,821,670,544",5643
Colombia,2009,male,5-14 years,54,4196033,1.29,"233,821,670,544",5643
Colombia,2009,female,5-14 years,32,4027989,0.79,"233,821,670,544",5643
Colombia,2009,female,75+ years,3,574080,0.52,"233,821,670,544",5643
Colombia,2010,male,75+ years,65,418296,15.54,"287,018,184,638",6836
Colombia,2010,male,25-34 years,436,3779392,11.54,"287,018,184,638",6836
Colombia,2010,male,15-24 years,480,4274849,11.23,"287,018,184,638",6836
Colombia,2010,male,55-74 years,225,2337537,9.63,"287,018,184,638",6836
Colombia,2010,male,35-54 years,463,5646115,8.2,"287,018,184,638",6836
Colombia,2010,female,15-24 years,187,4154664,4.5,"287,018,184,638",6836
Colombia,2010,female,25-34 years,78,3841659,2.03,"287,018,184,638",6836
Colombia,2010,female,35-54 years,72,6052417,1.19,"287,018,184,638",6836
Colombia,2010,male,5-14 years,41,4178908,0.98,"287,018,184,638",6836
Colombia,2010,female,5-14 years,39,4010759,0.97,"287,018,184,638",6836
Colombia,2010,female,75+ years,5,594329,0.84,"287,018,184,638",6836
Colombia,2010,female,55-74 years,16,2700178,0.59,"287,018,184,638",6836
Colombia,2011,male,75+ years,60,436385,13.75,"335,415,156,702",7885
Colombia,2011,male,15-24 years,450,4268385,10.54,"335,415,156,702",7885
Colombia,2011,male,25-34 years,382,3840952,9.95,"335,415,156,702",7885
Colombia,2011,male,55-74 years,231,2445112,9.45,"335,415,156,702",7885
Colombia,2011,male,35-54 years,498,5745871,8.67,"335,415,156,702",7885
Colombia,2011,female,15-24 years,159,4147875,3.83,"335,415,156,702",7885
Colombia,2011,female,25-34 years,69,3897562,1.77,"335,415,156,702",7885
Colombia,2011,female,35-54 years,87,6156452,1.41,"335,415,156,702",7885
Colombia,2011,female,55-74 years,29,2822325,1.03,"335,415,156,702",7885
Colombia,2011,male,5-14 years,41,4163139,0.98,"335,415,156,702",7885
Colombia,2011,female,5-14 years,34,3995726,0.85,"335,415,156,702",7885
Colombia,2011,female,75+ years,4,618521,0.65,"335,415,156,702",7885
Colombia,2012,male,75+ years,69,453582,15.21,"369,659,700,376",8586
Colombia,2012,male,15-24 years,486,4254495,11.42,"369,659,700,376",8586
Colombia,2012,male,25-34 years,412,3891260,10.59,"369,659,700,376",8586
Colombia,2012,male,55-74 years,266,2556199,10.41,"369,659,700,376",8586
Colombia,2012,male,35-54 years,455,5846650,7.78,"369,659,700,376",8586
Colombia,2012,female,15-24 years,151,4133625,3.65,"369,659,700,376",8586
Colombia,2012,female,25-34 years,73,3942505,1.85,"369,659,700,376",8586
Colombia,2012,female,55-74 years,41,2948489,1.39,"369,659,700,376",8586
Colombia,2012,female,35-54 years,83,6261133,1.33,"369,659,700,376",8586
Colombia,2012,male,5-14 years,44,4146398,1.06,"369,659,700,376",8586
Colombia,2012,female,75+ years,6,642251,0.93,"369,659,700,376",8586
Colombia,2012,female,5-14 years,33,3979277,0.83,"369,659,700,376",8586
Colombia,2013,male,75+ years,69,470105,14.68,"380,191,881,860",8731
Colombia,2013,male,15-24 years,450,4235904,10.62,"380,191,881,860",8731
Colombia,2013,male,55-74 years,260,2672132,9.73,"380,191,881,860",8731
Colombia,2013,male,25-34 years,381,3931611,9.69,"380,191,881,860",8731
Colombia,2013,male,35-54 years,462,5947520,7.77,"380,191,881,860",8731
Colombia,2013,female,15-24 years,141,4114036,3.43,"380,191,881,860",8731
Colombia,2013,female,25-34 years,81,3977885,2.04,"380,191,881,860",8731
Colombia,2013,female,35-54 years,101,6365459,1.59,"380,191,881,860",8731
Colombia,2013,female,55-74 years,41,3079952,1.33,"380,191,881,860",8731
Colombia,2013,male,5-14 years,41,4126269,0.99,"380,191,881,860",8731
Colombia,2013,female,5-14 years,36,3959475,0.91,"380,191,881,860",8731
Colombia,2013,female,75+ years,5,665950,0.75,"380,191,881,860",8731
Colombia,2014,male,75+ years,83,486197,17.07,"378,195,716,714",8591
Colombia,2014,male,15-24 years,480,4216293,11.38,"378,195,716,714",8591
Colombia,2014,male,55-74 years,283,2795271,10.12,"378,195,716,714",8591
Colombia,2014,male,25-34 years,395,3965410,9.96,"378,195,716,714",8591
Colombia,2014,male,35-54 years,477,6046987,7.89,"378,195,716,714",8591
Colombia,2014,female,15-24 years,132,4092325,3.23,"378,195,716,714",8591
Colombia,2014,female,25-34 years,82,4007103,2.05,"378,195,716,714",8591
Colombia,2014,female,55-74 years,43,3219142,1.34,"378,195,716,714",8591
Colombia,2014,female,35-54 years,82,6467724,1.27,"378,195,716,714",8591
Colombia,2014,male,5-14 years,37,4100740,0.9,"378,195,716,714",8591
Colombia,2014,female,75+ years,5,690028,0.72,"378,195,716,714",8591
Colombia,2014,female,5-14 years,27,3934580,0.69,"378,195,716,714",8591
Colombia,2015,male,75+ years,82,502228,16.33,"291,519,591,533",6552
Colombia,2015,male,15-24 years,473,4197599,11.27,"291,519,591,533",6552
Colombia,2015,male,55-74 years,317,2926656,10.83,"291,519,591,533",6552
Colombia,2015,male,25-34 years,379,3994717,9.49,"291,519,591,533",6552
Colombia,2015,male,35-54 years,560,6143478,9.12,"291,519,591,533",6552
Colombia,2015,female,15-24 years,176,4070390,4.32,"291,519,591,533",6552
Colombia,2015,female,25-34 years,111,4031995,2.75,"291,519,591,533",6552
Colombia,2015,female,35-54 years,96,6566323,1.46,"291,519,591,533",6552
Colombia,2015,female,75+ years,10,715044,1.4,"291,519,591,533",6552
Colombia,2015,female,55-74 years,45,3367078,1.34,"291,519,591,533",6552
Colombia,2015,female,5-14 years,44,3904896,1.13,"291,519,591,533",6552
Colombia,2015,male,5-14 years,39,4070023,0.96,"291,519,591,533",6552
Costa Rica,2005,male,35-54 years,98,530417,18.48,"19,952,156,475",5133
Costa Rica,2005,male,55-74 years,35,228210,15.34,"19,952,156,475",5133
Costa Rica,2005,male,25-34 years,48,324955,14.77,"19,952,156,475",5133
Costa Rica,2005,male,15-24 years,44,405622,10.85,"19,952,156,475",5133
Costa Rica,2005,male,75+ years,4,45822,8.73,"19,952,156,475",5133
Costa Rica,2005,female,15-24 years,14,391463,3.58,"19,952,156,475",5133
Costa Rica,2005,female,35-54 years,16,537986,2.97,"19,952,156,475",5133
Costa Rica,2005,female,25-34 years,7,322680,2.17,"19,952,156,475",5133
Costa Rica,2005,female,55-74 years,2,237549,0.84,"19,952,156,475",5133
Costa Rica,2005,female,5-14 years,2,392773,0.51,"19,952,156,475",5133
Costa Rica,2005,male,5-14 years,2,410294,0.49,"19,952,156,475",5133
Costa Rica,2005,female,75+ years,0,59325,0,"19,952,156,475",5133
Costa Rica,2006,male,35-54 years,123,541859,22.7,"22,600,431,878",5716
Costa Rica,2006,male,25-34 years,61,332995,18.32,"22,600,431,878",5716
Costa Rica,2006,male,55-74 years,37,236947,15.62,"22,600,431,878",5716
Costa Rica,2006,male,15-24 years,63,410875,15.33,"22,600,431,878",5716
Costa Rica,2006,male,75+ years,5,48273,10.36,"22,600,431,878",5716
Costa Rica,2006,female,15-24 years,18,396374,4.54,"22,600,431,878",5716
Costa Rica,2006,female,75+ years,2,62224,3.21,"22,600,431,878",5716
Costa Rica,2006,female,25-34 years,10,329678,3.03,"22,600,431,878",5716
Costa Rica,2006,female,35-54 years,14,550398,2.54,"22,600,431,878",5716
Costa Rica,2006,female,55-74 years,6,246771,2.43,"22,600,431,878",5716
Costa Rica,2006,male,5-14 years,6,407521,1.47,"22,600,431,878",5716
Costa Rica,2006,female,5-14 years,5,390001,1.28,"22,600,431,878",5716
Costa Rica,2007,male,35-54 years,90,552299,16.3,"26,743,874,206",6661
Costa Rica,2007,male,25-34 years,53,342197,15.49,"26,743,874,206",6661
Costa Rica,2007,male,55-74 years,32,245529,13.03,"26,743,874,206",6661
Costa Rica,2007,male,15-24 years,46,414675,11.09,"26,743,874,206",6661
Costa Rica,2007,male,75+ years,4,50648,7.9,"26,743,874,206",6661
Costa Rica,2007,female,15-24 years,20,399875,5,"26,743,874,206",6661
Costa Rica,2007,female,25-34 years,11,337810,3.26,"26,743,874,206",6661
Costa Rica,2007,female,35-54 years,9,561684,1.6,"26,743,874,206",6661
Costa Rica,2007,female,55-74 years,3,255955,1.17,"26,743,874,206",6661
Costa Rica,2007,female,5-14 years,1,386007,0.26,"26,743,874,206",6661
Costa Rica,2007,male,5-14 years,1,403466,0.25,"26,743,874,206",6661
Costa Rica,2007,female,75+ years,0,65096,0,"26,743,874,206",6661
Costa Rica,2008,male,35-54 years,101,562044,17.97,"30,612,932,876",7517
Costa Rica,2008,male,15-24 years,52,417256,12.46,"30,612,932,876",7517
Costa Rica,2008,male,55-74 years,31,254352,12.19,"30,612,932,876",7517
Costa Rica,2008,male,25-34 years,38,352104,10.79,"30,612,932,876",7517
Costa Rica,2008,male,75+ years,4,53001,7.55,"30,612,932,876",7517
Costa Rica,2008,female,75+ years,2,68001,2.94,"30,612,932,876",7517
Costa Rica,2008,female,15-24 years,9,402172,2.24,"30,612,932,876",7517
Costa Rica,2008,female,55-74 years,5,265460,1.88,"30,612,932,876",7517
Costa Rica,2008,female,35-54 years,10,572144,1.75,"30,612,932,876",7517
Costa Rica,2008,female,25-34 years,6,346673,1.73,"30,612,932,876",7517
Costa Rica,2008,female,5-14 years,2,381011,0.52,"30,612,932,876",7517
Costa Rica,2008,male,5-14 years,1,398343,0.25,"30,612,932,876",7517
Costa Rica,2009,male,25-34 years,60,362045,16.57,"30,562,361,123",7403
Costa Rica,2009,male,35-54 years,86,571583,15.05,"30,562,361,123",7403
Costa Rica,2009,male,15-24 years,51,418996,12.17,"30,562,361,123",7403
Costa Rica,2009,male,55-74 years,32,264036,12.12,"30,562,361,123",7403
Costa Rica,2009,male,75+ years,6,55391,10.83,"30,562,361,123",7403
Costa Rica,2009,female,25-34 years,10,355653,2.81,"30,562,361,123",7403
Costa Rica,2009,female,15-24 years,11,403629,2.73,"30,562,361,123",7403
Costa Rica,2009,female,35-54 years,13,582223,2.23,"30,562,361,123",7403
Costa Rica,2009,female,55-74 years,5,275859,1.81,"30,562,361,123",7403
Costa Rica,2009,female,5-14 years,3,375428,0.8,"30,562,361,123",7403
Costa Rica,2009,male,5-14 years,1,392594,0.25,"30,562,361,123",7403
Costa Rica,2009,female,75+ years,0,71022,0,"30,562,361,123",7403
Costa Rica,2010,male,25-34 years,74,371498,19.92,"37,268,635,287",8906
Costa Rica,2010,male,35-54 years,106,581171,18.24,"37,268,635,287",8906
Costa Rica,2010,male,55-74 years,36,274921,13.09,"37,268,635,287",8906
Costa Rica,2010,male,75+ years,7,57885,12.09,"37,268,635,287",8906
Costa Rica,2010,male,15-24 years,40,420069,9.52,"37,268,635,287",8906
Costa Rica,2010,female,25-34 years,12,364253,3.29,"37,268,635,287",8906
Costa Rica,2010,female,35-54 years,16,592166,2.7,"37,268,635,287",8906
Costa Rica,2010,female,15-24 years,10,404425,2.47,"37,268,635,287",8906
Costa Rica,2010,female,55-74 years,5,287471,1.74,"37,268,635,287",8906
Costa Rica,2010,male,5-14 years,5,386778,1.29,"37,268,635,287",8906
Costa Rica,2010,female,5-14 years,0,369792,0,"37,268,635,287",8906
Costa Rica,2010,female,75+ years,0,74234,0,"37,268,635,287",8906
Costa Rica,2011,male,25-34 years,72,379928,18.95,"42,262,697,840",9978
Costa Rica,2011,male,75+ years,9,60741,14.82,"42,262,697,840",9978
Costa Rica,2011,male,35-54 years,85,589634,14.42,"42,262,697,840",9978
Costa Rica,2011,male,55-74 years,40,285540,14.01,"42,262,697,840",9978
Costa Rica,2011,male,15-24 years,52,419970,12.38,"42,262,697,840",9978
Costa Rica,2011,female,15-24 years,20,404197,4.95,"42,262,697,840",9978
Costa Rica,2011,female,55-74 years,8,299105,2.67,"42,262,697,840",9978
Costa Rica,2011,female,35-54 years,14,600898,2.33,"42,262,697,840",9978
Costa Rica,2011,female,25-34 years,8,371907,2.15,"42,262,697,840",9978
Costa Rica,2011,male,5-14 years,5,381413,1.31,"42,262,697,840",9978
Costa Rica,2011,female,75+ years,1,77576,1.29,"42,262,697,840",9978
Costa Rica,2011,female,5-14 years,2,364605,0.55,"42,262,697,840",9978
Costa Rica,2012,male,35-54 years,94,598555,15.7,"46,473,128,286",10832
Costa Rica,2012,male,25-34 years,55,387974,14.18,"46,473,128,286",10832
Costa Rica,2012,male,15-24 years,58,419511,13.83,"46,473,128,286",10832
Costa Rica,2012,male,55-74 years,40,297364,13.45,"46,473,128,286",10832
Costa Rica,2012,male,75+ years,8,63663,12.57,"46,473,128,286",10832
Costa Rica,2012,female,35-54 years,16,609857,2.62,"46,473,128,286",10832
Costa Rica,2012,female,15-24 years,10,403604,2.48,"46,473,128,286",10832
Costa Rica,2012,female,55-74 years,6,311981,1.92,"46,473,128,286",10832
Costa Rica,2012,female,25-34 years,7,379310,1.85,"46,473,128,286",10832
Costa Rica,2012,male,5-14 years,5,377001,1.33,"46,473,128,286",10832
Costa Rica,2012,female,5-14 years,3,360319,0.83,"46,473,128,286",10832
Costa Rica,2012,female,75+ years,0,81071,0,"46,473,128,286",10832
Costa Rica,2013,male,25-34 years,75,395371,18.97,"49,745,088,112",11443
Costa Rica,2013,male,75+ years,12,66659,18,"49,745,088,112",11443
Costa Rica,2013,male,55-74 years,49,310249,15.79,"49,745,088,112",11443
Costa Rica,2013,male,35-54 years,82,607709,13.49,"49,745,088,112",11443
Costa Rica,2013,male,15-24 years,48,418437,11.47,"49,745,088,112",11443
Costa Rica,2013,female,25-34 years,11,386168,2.85,"49,745,088,112",11443
Costa Rica,2013,female,35-54 years,13,618837,2.1,"49,745,088,112",11443
Costa Rica,2013,female,15-24 years,8,402392,1.99,"49,745,088,112",11443
Costa Rica,2013,male,5-14 years,6,373658,1.61,"49,745,088,112",11443
Costa Rica,2013,female,55-74 years,5,325956,1.53,"49,745,088,112",11443
Costa Rica,2013,female,75+ years,1,84743,1.18,"49,745,088,112",11443
Costa Rica,2013,female,5-14 years,1,357050,0.28,"49,745,088,112",11443
Costa Rica,2014,male,55-74 years,46,323941,14.2,"50,577,769,838",11485
Costa Rica,2014,male,35-54 years,76,616724,12.32,"50,577,769,838",11485
Costa Rica,2014,male,25-34 years,49,401836,12.19,"50,577,769,838",11485
Costa Rica,2014,male,15-24 years,43,416344,10.33,"50,577,769,838",11485
Costa Rica,2014,male,75+ years,6,69706,8.61,"50,577,769,838",11485
Costa Rica,2014,female,25-34 years,12,392153,3.06,"50,577,769,838",11485
Costa Rica,2014,female,15-24 years,12,400170,3,"50,577,769,838",11485
Costa Rica,2014,female,75+ years,2,88574,2.26,"50,577,769,838",11485
Costa Rica,2014,female,35-54 years,11,627502,1.75,"50,577,769,838",11485
Costa Rica,2014,female,55-74 years,5,340748,1.47,"50,577,769,838",11485
Costa Rica,2014,female,5-14 years,3,354701,0.85,"50,577,769,838",11485
Costa Rica,2014,male,5-14 years,3,371275,0.81,"50,577,769,838",11485
Croatia,2005,male,75+ years,78,91654,85.1,"45,416,358,502",10722
Croatia,2005,male,55-74 years,247,436810,56.55,"45,416,358,502",10722
Croatia,2005,male,35-54 years,227,643382,35.28,"45,416,358,502",10722
Croatia,2005,female,75+ years,45,190621,23.61,"45,416,358,502",10722
Croatia,2005,male,25-34 years,58,306107,18.95,"45,416,358,502",10722
Croatia,2005,female,55-74 years,76,534353,14.22,"45,416,358,502",10722
Croatia,2005,male,15-24 years,39,297901,13.09,"45,416,358,502",10722
Croatia,2005,female,35-54 years,68,647419,10.5,"45,416,358,502",10722
Croatia,2005,female,25-34 years,25,299476,8.35,"45,416,358,502",10722
Croatia,2005,female,15-24 years,9,286454,3.14,"45,416,358,502",10722
Croatia,2005,male,5-14 years,2,256833,0.78,"45,416,358,502",10722
Croatia,2005,female,5-14 years,0,244865,0,"45,416,358,502",10722
Croatia,2006,male,75+ years,79,96962,81.48,"50,453,577,898",11914
Croatia,2006,male,55-74 years,178,440525,40.41,"50,453,577,898",11914
Croatia,2006,male,35-54 years,207,639665,32.36,"50,453,577,898",11914
Croatia,2006,female,75+ years,48,197868,24.26,"50,453,577,898",11914
Croatia,2006,male,25-34 years,58,310163,18.7,"50,453,577,898",11914
Croatia,2006,female,55-74 years,90,534005,16.85,"50,453,577,898",11914
Croatia,2006,male,15-24 years,49,293976,16.67,"50,453,577,898",11914
Croatia,2006,female,35-54 years,67,644066,10.4,"50,453,577,898",11914
Croatia,2006,female,15-24 years,11,282298,3.9,"50,453,577,898",11914
Croatia,2006,female,25-34 years,6,302776,1.98,"50,453,577,898",11914
Croatia,2006,male,5-14 years,2,252215,0.79,"50,453,577,898",11914
Croatia,2006,female,5-14 years,1,240427,0.42,"50,453,577,898",11914
Croatia,2007,male,75+ years,85,101664,83.61,"60,093,222,709",14204
Croatia,2007,male,55-74 years,206,443939,46.4,"60,093,222,709",14204
Croatia,2007,male,35-54 years,198,637678,31.05,"60,093,222,709",14204
Croatia,2007,female,75+ years,45,204595,21.99,"60,093,222,709",14204
Croatia,2007,male,25-34 years,52,312108,16.66,"60,093,222,709",14204
Croatia,2007,female,55-74 years,84,533554,15.74,"60,093,222,709",14204
Croatia,2007,male,15-24 years,34,289325,11.75,"60,093,222,709",14204
Croatia,2007,female,35-54 years,45,642644,7,"60,093,222,709",14204
Croatia,2007,female,15-24 years,11,277133,3.97,"60,093,222,709",14204
Croatia,2007,female,25-34 years,11,303954,3.62,"60,093,222,709",14204
Croatia,2007,female,5-14 years,2,236481,0.85,"60,093,222,709",14204
Croatia,2007,male,5-14 years,2,247780,0.81,"60,093,222,709",14204
Croatia,2008,male,75+ years,115,105525,108.98,"70,481,451,449",16680
Croatia,2008,male,55-74 years,200,450580,44.39,"70,481,451,449",16680
Croatia,2008,male,35-54 years,202,632952,31.91,"70,481,451,449",16680
Croatia,2008,female,75+ years,48,210591,22.79,"70,481,451,449",16680
Croatia,2008,male,25-34 years,49,314031,15.6,"70,481,451,449",16680
Croatia,2008,male,15-24 years,40,284857,14.04,"70,481,451,449",16680
